"Competitor","Brand","Type","Model","Price","Processor","RAM","Storage","Screen","Form Factor","Cosmetic Grade"
"PCLiquidations","HP","Desktop","EliteDesk 800 G5","312","Intel i5-9500T 2.2 GHz","8GB DDR4","256GB M.2 SSD","","Mini","N/A"
"PCLiquidations","HP","Desktop","EliteDesk 800 G5","312","Intel i5-9500T 2.2 GHz","8GB DDR4","256GB M.2 SSD","","Mini","N/A"
"PCLiquidations","HP","Desktop","EliteDesk 800 G5","312","Intel i5-9500T 2.2 GHz","8GB DDR4","256GB M.2 SSD","","Mini","N/A"
"PCLiquidations","HP","Desktop","EliteDesk 800 G5","312","Intel i5-9500T 2.2 GHz","8GB DDR4","256GB M.2 SSD","","Mini","N/A"
"SystemLiquidation","Dell","Laptop","Latitude 5401","315","Intel Core i5-9400H, 2.50GHz","16GB","512GB SSD","","","Grade A"
"DiscountPC","Dell","Desktop","OptiPlex 7060 SFF","315.99","i5 Gen 8","","","","SFF","N/A"
"SystemLiquidation","Lenovo","Desktop","ThinkCentre M720Q","319","Intel Core i7-8700T, 2.4GHz","32GB RAM","512GB SSD","","Tiny","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7050","319","Intel Core i7-6700, 3.4GHz","32GB","512GB SSD","","Tower","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 5040","319","Intel Core i7-6700","32GB","1TB SSD","","Tower","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 3060","319","Intel Core i5-8500T, 2.1GHz","32GB RAM","256GB NVMe","","Micro Desktop","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex XE3","319","Intel Core i7-8700, 3.20GHz","16GB","256GB SSD","","SFF","Grade A"
"SystemLiquidation","Lenovo","Laptop","ThinkPad X380","319","Intel Core i7-8650U, 1.90GHz","8GB RAM","256GB SSD","","","Grade A"
"PCLiquidations","Lenovo","Desktop","ThinkCentre M920Q","319.99","Intel i5-8500T 2.10GHz","8GB DDR4","256GB 2.5" SATA SSD","","Tiny","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","319.99","Intel Core i5-8500T Processor, 2.1GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Lenovo","Desktop","ThinkCentre M920Q","319.99","Intel i5-8500T 2.10GHz","8GB DDR4","256GB 2.5" SATA SSD","","Tiny","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","319.99","Intel Core i5-8500T Processor, 2.1GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Lenovo","Desktop","ThinkCentre M920Q","319.99","Intel i5-8500T 2.10GHz","8GB DDR4","256GB 2.5" SATA SSD","","Tiny","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","319.99","Intel Core i5-8500T Processor, 2.1GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Lenovo","Desktop","ThinkCentre M920Q","319.99","Intel i5-8500T 2.10GHz","8GB DDR4","256GB 2.5" SATA SSD","","Tiny","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","319.99","Intel Core i5-8500T Processor, 2.1GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Lenovo","Desktop","ThinkCentre M920Q","319.99","Intel i5-8500T 2.10GHz","8GB DDR4","256GB 2.5" SATA SSD","","Tiny","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3070","319.99","Intel Core i5-8500T Processor, 2.1GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"DiscountElectronics","HP","Unknown","EliteDesk 800 G4","320","Core i5","","256GB SSD","","Micro PC","N/A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G2","325","Intel Core i7-6700, 3.4GHz","32GB","1TB SSD","","SFF","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 3060","325","Intel Core i7-8700, 3.2 GHz","16GB RAM","512GB SSD","","Micro Desktop","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5400","325","Intel Core i7-8665U, 1.90GHz","16GB","256GB SSD","","","Grade A"
"SystemLiquidation","Lenovo","Laptop","ThinkPad X1 Yoga G3","325","Intel Core i5-8350U, 1.70GHz","8GB","256GB SSD","","","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7050","329","Intel Core i7-6700T, 2.8GHz","32GB","1TB SSD","","Micro","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 3070","329","Intel Core i5-9400T, 3.0GHz","16GB","512GB SSD","","Micro","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5400","329","Intel Core i7-8665U","16GB","256GB M2 SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5490","329","Intel Core i5-8350U, 1.7GHz","32GB","512GB M2 SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5490","329","Intel Core i5-8250U, 1.6GHz","32GB","512GB M2 SSD","","","Grade A"
"PCLiquidations","Dell","Laptop","Latitude 3510","330.98","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","330.98","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","330.98","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","330.98","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","330.98","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3070 SFF","339","1x Intel Core i5-9500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3070 SFF","339","1x Intel Core i5-9500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3070 SFF","339","1x Intel Core i5-9500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3070 SFF","339","1x Intel Core i5-9500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3070 SFF","339","1x Intel Core i5-9500 (6-Core, 3.00 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Small Form Factor","Grade B"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G3","339","Intel Core i7-6700T, 2.8GHz","32GB RAM","1TB SSD","","Mini","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 5040","339","Intel i7-6700, 3.4GHz","32GB RAM","1TB SSD","","SFF","Grade A"
"SystemLiquidation","Lenovo","Desktop","ThinkCentre M720Q","339","Intel Core i7-9700T, 2.0GHz","16GB","512GB NVMe SSD","","Tiny","Grade A"
"SystemLiquidation","Dell","Laptop","5400","339","Intel Core i7-8665U, 1.90GHz","16GB","512GB NVMe","","","Grade A"
"DiscountElectronics","HP","Laptop","Probook 430 G6","340","i5","16GB","SSD","","","N/A"
"SystemLiquidation","Dell","Laptop","Latitude 5410","345","Intel Core i5-10210U, 1.70GHZ","16GB","256GB M2 SSD","","","Grade A"
"SystemLiquidation","Lenovo","Laptop","ThinkPad X1 Yoga G3","345","Intel Core i5-8350U, 1.70GHz","8GB","512GB SSD","","","Grade A"
"SystemLiquidation","Lenovo","Laptop","ThinkPad X390","345","Intel Core i7-8565U, 1.80GHz","8GB RAM","256GB SSD","","","Grade A"
"PCLiquidations","Lenovo","Laptop","IdeaPad Slim 7 14ITL05","345.96","Intel i7-1165G7 2.8GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Lenovo","Laptop","IdeaPad Slim 7 14ITL05","345.96","Intel i7-1165G7 2.8GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Lenovo","Laptop","IdeaPad Slim 7 14ITL05","345.96","Intel i7-1165G7 2.8GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Lenovo","Laptop","IdeaPad Slim 7 14ITL05","345.96","Intel i7-1165G7 2.8GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Lenovo","Laptop","IdeaPad Slim 7 14ITL05","345.96","Intel i7-1165G7 2.8GHz","","","1920 x 1080 (FHD)","","N/A"
"SystemLiquidation","Lenovo","Desktop","ThinkCentre M720Q","349","Intel Core i7-8700T (8th Gen)","32GB","1TB NVMe SSD","","Tiny","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 3070","349","Intel Core i5-9500, 2.2GHz","32GB RAM","1TB NVMe SSD","","Micro Desktop","Grade A"
"SystemLiquidation","Lenovo","Laptop","ThinkPad T490s","349","Intel Core i7-8565U, 1.80GHz","8GB","256GB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5320","349","Intel Core i5-1135G7, 2.40GHz","8GB","512GB M2 NVMe SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5410","349","Intel Core i5-10310U, 1.70GHz","16GB","256GB M2 SSD","","","Grade A"
"PCLiquidations","Dell","Laptop","Latitude 3500","349.49","Intel Celeron 4205U 1.8GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","349.49","Intel Celeron 4205U 1.8GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","349.49","Intel Celeron 4205U 1.8GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","349.49","Intel Celeron 4205U 1.8GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","349.49","Intel Celeron 4205U 1.8GHz","","","1366 x 768 (HD)","","N/A"
"DiscountPC","Lenovo","Desktop","ThinkCentre M70q G1 Tiny","349.95","i5 Gen 10","","","","Tiny","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3080","349.99","Intel i5-10500T 3.8GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3080","349.99","Intel i5-10500T 3.8GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3080","349.99","Intel i5-10500T 3.8GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3080","349.99","Intel i5-10500T 3.8GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 3080","349.99","Intel i5-10500T 3.8GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7400","349.99","Intel i7-8665U 1.9GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7400","349.99","Intel i7-8665U 1.9GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7400","349.99","Intel i7-8665U 1.9GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7400","349.99","Intel i7-8665U 1.9GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 7400","349.99","Intel i7-8665U 1.9GHz","","","1366 x 768 (HD)","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 5400","350","i5","","SSD","","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 12 7202","350","","","","","","N/A"
"DiscountElectronics","HP","Unknown","ProDesk 600 G4","350","i5-8500T","","","","Mini PC","N/A"
"PCLiquidations","Lenovo","Laptop","IdeaPad 3 15ALC6","351.97","Ryzen 5 5500U 2.1GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Lenovo","Laptop","IdeaPad 3 15ALC6","351.97","Ryzen 5 5500U 2.1GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Lenovo","Laptop","IdeaPad 3 15ALC6","351.97","Ryzen 5 5500U 2.1GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Lenovo","Laptop","IdeaPad 3 15ALC6","351.97","Ryzen 5 5500U 2.1GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Lenovo","Laptop","IdeaPad 3 15ALC6","351.97","Ryzen 5 5500U 2.1GHz","","","1920 x 1080 (FHD)","","N/A"
"SystemLiquidation","Dell","Laptop","Latitude 7410","355","Intel Core i5-10310U, 1.70GHz","16GB","256GB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7400","355","Intel Core i7-8665U, 1.90GHz","16GB RAM","256GB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7410","355","Intel Core i5-10310U, 1.70GHz","16GB","256GB SSD","","","Grade A"
"DiscountPC","Dell","Desktop","OptiPlex 7070 SFF","355.99","i5 Gen 9","","","","SFF","N/A"
"SystemLiquidation","Dell","Desktop","OptiPlex 3060","359","Intel Core i7-8700, 3.2 GHz","32GB RAM","1TB SSD","","Micro","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7050","359","Intel Core i7-6700, 3.4GHz","32GB","1TB SSD","","Tower","Grade A"
"SystemLiquidation","HP","Desktop","ProDesk 600G4","359","Intel Core i5-8500","32GB","1TB SSD","","Tower","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7070","359","Intel Core i7-9700 3.0GHz","16GB","256GB M2 SSD","","SFF","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7070","359","Intel Core i7-9700, 3.0GHz","16GB RAM","256GB M2 SSD","","SFF","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5410","359","Intel Core i5-10210U, 1.60GHz","16GB","512GB SSD","","","Grade A"
"SystemLiquidation","Lenovo","Laptop","T490s","365","Intel Core i7-8565U, 1.80GHz","8GB","512GB SSD","","","Grade A"
"SystemLiquidation","Lenovo","Laptop","X1 Carbon G7","365","Intel Core i5-8265U, 1.60GHz","16GB","256GB M2 SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7310","365","Intel Core i5-10310U, 1.70GHz, 4 core processor","16GB RAM","256GB M2 NVMe","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7310","365","Intel Core i5-10310U, 1.70GHz","16GB","256GB M2 NVMe","","","Grade A"
"PCLiquidations","Dell","Laptop","Latitude 5511","366.99","Intel i5-10400H 2.60GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5511","366.99","Intel i5-10400H 2.60GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5511","366.99","Intel i5-10400H 2.60GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5511","366.99","Intel i5-10400H 2.60GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5511","366.99","Intel i5-10400H 2.60GHz","","","1920 x 1080 (FHD)","","N/A"
"SystemLiquidation","Dell","Desktop","OptiPlex 3070","369","Intel Core i7-9700T, 2.0GHz","16GB RAM","512GB SSD","","Micro Desktop","Grade A"
"SystemLiquidation","Dell","Laptop","7400","369","Intel Core i7-8665U, 1.90GHz","16GB","512GB SSD","","","Grade A"
"DiscountPC","Dell","Laptop","Latitude 5590","369.99","i5 Gen 8","","","","","N/A"
"PCLiquidations","HP","Laptop","250 G8","373.98","Intel i5-1135G7 2.40GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","HP","Laptop","250 G8","373.98","Intel i5-1135G7 2.40GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","HP","Laptop","250 G8","373.98","Intel i5-1135G7 2.40GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","HP","Laptop","250 G8","373.98","Intel i5-1135G7 2.40GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","HP","Laptop","250 G8","373.98","Intel i5-1135G7 2.40GHz","","","1366 x 768 (HD)","","N/A"
"DiscountElectronics","HP","Unknown","ProDesk 600 G4 SFF","375","Core i5","","","","SFF","N/A"
"SystemLiquidation","Lenovo","Laptop","T490","375","Intel Core i5-8365U","32GB","1TB NVMe","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5300","375","Intel Core i7-8665U, 1.90GHz","32GB RAM","1TB NVMe","","","Grade A"
"SystemLiquidation","HP","Laptop","EliteBook 820 G3","375","Intel Core i7-6600U, 2.6 GHz","8GB RAM","256GB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 7410","375","Intel Core i5-10310U, 1.70GHz","16GB","512GB NVMe","","","Grade A"
"SystemLiquidation","Lenovo","Desktop","ThinkCentre M80q","379","Intel Core i5-10500T","16GB","512GB SSD","","Tiny","Grade A"
"DiscountPC","Dell","Desktop","OptiPlex 5070 SFF","379.99","i5 Gen 9","","","","SFF","N/A"
"SystemLiquidation","Dell","Laptop","E5570","385","Intel Core i5-6300U, 2.40GHz","8GB","256GB SSD","","","Grade A"
"PCLiquidations","Dell","Laptop","Latitude 3500","385.49","Intel i5-8265U 1.6GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","385.49","Intel i5-8265U 1.6GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","385.49","Intel i5-8265U 1.6GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","385.49","Intel i5-8265U 1.6GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3500","385.49","Intel i5-8265U 1.6GHz","","","1366 x 768 (HD)","","N/A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7070","389","Intel Core i7-9700","16GB","1TB NVMe Drive","","SFF","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5410","389","Intel Core i5-10310U, 1.70GHz","32GB","512GB SSD","","","Grade A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G5","395","Intel Core i7-9700, 3.0GHz","16GB RAM","512GB SSD","","SFF","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5400","395","Intel Core i7-8665U, 1.90GHz","16GB RAM","256GB M2 SSD","","","Grade A"
"PCLiquidations","Dell","Laptop","Latitude 5420","396.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","396.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","396.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","396.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","396.98","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 7410","399","i5","","","","","Cosmetic"
"DiscountElectronics","Dell","Laptop","Latitude 5300","399","i5","16GB","SSD","","","N/A"
"DiscountElectronics","HP","Laptop","EliteBook x360 830 G6","399","i5-10210U","","","","","N/A"
"DiscountElectronics","Lenovo","Laptop","ThinkPad T490","399","i5","","","FHD","","N/A"
"DiscountElectronics","Dell","Unknown","Optiplex","399","i5","","","","Compact","N/A"
"SystemLiquidation","HP","Desktop","ProDesk 600 G6","399","Intel Core i5-10400","16GB","256GB SSD","","SFF","Grade A"
"SystemLiquidation","Lenovo","Desktop","ThinkCentre M720Q","399","Intel Core i7-9700T 2.0GHz","32GB","1TB NVMe SSD","","Tiny","Grade A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G5","399","Intel Core i5-9500T 2.2GHz","16GB","256GB SSD","","Mini","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 3070","399","Intel Core i7-9700T, 2.0GHz","32GB","512GB SSD","","Micro","Grade A"
"SystemLiquidation","HP","Desktop","ProDesk 400 G6","399","Intel Core i5-10500T, 2.3GHz","16GB","512GB NVMe","","Mini","Grade A"
"SystemLiquidation","Dell","Desktop","Vostro 3681","399","Intel Core i5-10400, 2.9GHz","16GB","256GB SSD","","SFF","Grade A"
"SystemLiquidation","Lenovo","Laptop","X1 Carbon G6","399","Intel Core i5-8350U, 1.70GHz","16GB","512GB SSD","","","Grade A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"PCLiquidations","Lenovo","Laptop","ThinkPad T480","412.49","Intel Core i5-8250 processor, 1.60GHz","","","HD (1366x768)","","N/A"
"SystemLiquidation","HP","Desktop","ProDesk 600 G6","415","Intel Core i5-10500T, 2.3GHz","16GB","512GB NVMe","","Mini","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5400","415","Intel Core i7-8665U, 1.90GHz","32GB","512GB SSD","","","Grade A"
"PCLiquidations","Dell","Desktop","OptiPlex 7060","415.98","Intel i7-8700 3.20GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7060","415.98","Intel i7-8700 3.20GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7060","415.98","Intel i7-8700 3.20GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7060","415.98","Intel i7-8700 3.20GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7060","415.98","Intel i7-8700 3.20GHz","8GB DDR4","256GB SSD","","SFF","N/A"
"SystemLiquidation","Dell","Laptop","Latitude 7420","419","Intel Core i5-1135G7, 2.40GHz","16GB","256GB M2 SSD","","","Grade A"
"DiscountPC","Dell","Desktop","OptiPlex 7070 SFF","419.95","i7 Gen 9","","","","SFF","N/A"
"DiscountElectronics","Dell","Laptop","Latitude 7400","420","i5 8th Gen","","","","","Cosmetic"
"DiscountElectronics","Dell","Unknown","OptiPlex","425","i5","","","","SFF","N/A"
"SystemLiquidation","HP","Desktop","EliteDesk 800 G6","425","Intel Core i5-10500T","16GB","256GB SSD","","Mini","Grade A"
"SystemLiquidation","Dell","Laptop","7420","425","Intel Core i5-1145G7","16GB","256GB SSD","","","Grade A"
"SystemLiquidation","Dell","Laptop","Latitude 5320","425","Intel Core i7-1185G7, 3.00GHz","16GB RAM","512GB M2 SSD","","","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7080","429","Intel Core i5-10500T, 2.3GHz","16GB","512GB NVMe","","Micro","Grade A"
"SystemLiquidation","Dell","Desktop","OptiPlex 7080","429","Intel Core i5-10500T, 2.3GHz","16GB","512GB NVMe","","Micro","Grade A"
"SystemLiquidation","HP","Desktop","ProDesk 600 G6","429","Intel Core i5-10500T, 2.3GHz","16GB","512GB M2 SSD","","Mini","Grade A"
"SystemLiquidation","Dell","Laptop","5410","429","Intel Core i5-10310U, 1.70GHZ","32GB","1TB M2 NVMe","","","Grade A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Desktop","OptiPlex 7070","429.97","Intel i7-9700T 2.0GHz","8GB DDR4","256GB NVMe SSD","","Micro","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 5420","429.97","Intel i7-1165G7 2.80GHz","","","1920 x 1080 (FHD)","","N/A"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"DellRefurbished","Dell","Desktop","OptiPlex 3080 MFF","439","1x Intel Core i5-10500T (6-Core, 2.30 GHz)","8 GB (1x 8GB)","512 GB (1x 512 GB SSD)","","Micro","Grade B"
"SystemLiquidation","Dell","Desktop","OptiPlex 3070","439","Intel Core i7-9700T, 2.0GHz","32GB","1TB SSD","","Micro","Grade A"
"PCLiquidations","Dell","Laptop","Latitude 3510","439.99","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","439.99","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
"PCLiquidations","Dell","Laptop","Latitude 3510","439.99","Intel i5-10210U 1.60GHz","","","1366 x 768 (HD)","","N/A"
